developer,app_name,price,year
"arcen games, llc",the last federation - the lost technologies,6.99,2015
cp decision,evil defenders,9.99,2015
studio pixel,kero blaster,9.99,2015
dylan wentz,the forgotten forest,0.99,2015
,robotpencil presents: character design - horror genre,19.99,2015
,robotpencil presents: character design - jubal,5.99,2015
,dota 2 player profiles,0.0,2015
zed-ex,chronoclysm,4.99,2015
phime studio llc,showing tonight: mindhunters incident,1.99,2015
risinghigh,parallels,4.99,2015
dreadbit,the windsor pack,3.99,2015
mighty fox studio,iso-sphere,1.99,2015
rail slave games,uriel's chasm 2: את,4.99,2015
dreadbit,the stirling pack,3.99,2015
gameart studio gmbh,a.i. invasion - road of rodan,1.99,2015
reminisce,soundtrack: the invitation to haven,2.99,2015
lost astronaut studios,fringes of the empire,19.99,2015
skunkape interactive,root,9.99,2015
radiostatic,fuego!,4.99,2015
light vision interactive,steam pack,29.99,2015
light vision interactive,universal pack,14.99,2015
test pilot,fsx: steam edition - fs academy: on instruments,19.99,2015
triverske,circuit breakers,6.99,2015
the secret games company,rise: battle lines,5.99,2015
bitbox ltd.,life is feudal: your own,39.99,2015
rhizome games™,loot hound™,8.99,2015
joymasher,odallus: red gargoyle skin,0.99,2015
joymasher,odallus: vampire hunter skin,0.99,2015
joymasher,odallus: royal knight skin,0.99,2015
ubisoft - san francisco,rocksmith® 2014 – bachsmith ii,5.99,2015
nugame,steel rivals,0.0,2015
isotx,march of war: faceoff - xl,0.0,2015
private moon studios,agon - the mysterious codex (trilogy),9.99,2006
creativeforge games,hard west soundtrack,9.99,2015
ankama studio,krosmaster - goultard pack,5.99,2015
amplitude studios,endless legend™ - forges of creation update,0.0,2015
private moon studios,agon - the lost sword of toledo,9.99,2008
amplitude studios,endless legend™ - the lost tales,1.99,2015
rogue factor,mordheim: city of the damned,39.99,2015
amplitude studios,endless legend™ - echoes of auriga,2.99,2015
"smiteworks usa, llc",fantasy grounds - 5e: the fiddler's lament,4.99,2015
visualtech48,demented - soundtrack,0.99,2015
"white guardian studios, llc",celestial tear: demon's revenge,5.99,2015
sapphire dragon productions,true lover's knot,6.99,2015
big blaze,club manager 2016,19.99,2015
"smiteworks usa, llc",fantasy grounds - 5e: the murmuring fountain,4.99,2015
sileni studios,mayan death robots,6.99,2015
varlamov5264,bitardia,4.99,2015
finalspark gamestudios,the lost island,9.99,2015
ulysses games,chronostorm: siberian border,0.99,2009
metalbear,osteya,7.99,2015
randomnine ltd,cardinal quest 2,14.99,2015
loudpak studios,rothschild: the sheep will wake,9.99,2015
transcendent games,gender bender dna twister extreme,24.99,2014
n2games,metal reaper online - special reinforce package,0.0,2015
n2games,metal reaper online - boss summon package,0.0,2015
n2games,metal reaper online - military package,0.0,2015
framelinenetwork,jurassic island: the dinosaur zoo,3.99,2015
"oddworld inhabitants, inc.",oddworld: abe's oddysee - official soundtrack,4.99,2015
stately snail,one more dungeon,4.99,2015
"oddworld inhabitants, inc.",oddworld: new 'n' tasty - official soundtrack,4.99,2015
frima studio,chariot royal gadget pack,2.99,2015
fishing planet llc,fishing planet: cornucopia pack,12.99,2015
moving pixel games,mass vector,5.99,2015
kingdom games,five: guardians of david,9.99,2015
individual software,professor teaches quickbooks 2016,14.99,2015
overcurfew,tidal affair: before the storm,9.99,2015
overcurfew,before the storm soundtrack,6.99,2015
devotid,rc simulation 2.0,14.99,2015
g.rev ltd.,strania - the stella machina -,14.99,2015
harvester games,the cat lady album (music from the video game),3.99,2015
dimps,saint seiya: soldiers' soul,49.99,2015
arai koh create office,bad end,1.99,2015
voofoo studios ltd,pure hold'em - vortex chip set,2.99,2015
aratog llc,астролорды: быстрый старт,12.99,2015
softplanet,fim speedway grand prix 15,24.99,2015
avalanche studios,"just cause™ 3 dlc: air, land & sea expansion pass",24.99,2015
avalanche studios,just cause™ 3,49.99,2015
jace masula,astrox: hostile space excavation,9.99,2015
carlotta tatti,wonky pigeon!,4.99,2015
t-rex games,monkey king saga,4.99,2015
pocketwatch games,monaco soundtrack by austin wintory,4.99,2013
ink stains games,soundtrack,2.99,2015
wickworks,starship rubicon demo,0.0,2014
ubisoft - san francisco,rocksmith® 2014 – skillet - “monster”,2.99,2015
ubisoft - san francisco,rocksmith® 2014 – skillet - “hero”,2.99,2015
ubisoft - san francisco,rocksmith® 2014 – skillet - “awake and alive”,2.99,2015
ubisoft - san francisco,rocksmith® 2014 – skillet song pack,7.99,2015
ubisoft - san francisco,rocksmith® 2014 – band of merrymakers - “must be christmas”,2.99,2015
ubisoft - san francisco,rocksmith® 2014 – band of merrymakers - “joy to the world”,2.99,2015
sports interactive,eastside hockey manager,19.99,2015
funatics software,valhalla hills,19.99,2015
funatics software,valhalla hills: two-horned helmet edition,29.99,2015
pixeljam,last horizon ost,4.99,2015
jemy,the light empire,5.99,2015
,sculpting and rendering an axehead demon,14.99,2015
,sculpting and rendering a biomech creature bust,9.99,2015
,creature concepting in 3d,14.99,2015
rockodile,lowglow,7.99,2015
,zombie office politics,3.99,2015
tactic studios inc.,immortal empire,0.0,2015
dovetail games,fsx: steam edition - skychaser add-on,19.99,2015
,sculpting and rendering a cthulhu bust,9.99,2015
"relic entertainment,feral interactive (mac),feral interactive (linux)",coh 2 - british commander: vanguard operations regiment,3.99,2015
"relic entertainment,feral interactive (mac),feral interactive (linux)",coh 2 - british commander: special weapons regiment,3.99,2015
"relic entertainment,feral interactive (mac),feral interactive (linux)",coh 2 - british commander: tactical support regiment,3.99,2015
varia games,reven: xbridge soundtrack,4.99,2015
white clover worlds,the box - ost,4.99,2015
terminal press,death goat soundtrack vol. 1,6.99,2015
pyramid,dariusburst chronicle saviours,49.99,2015
bankroll studios,hurtworld,24.99,2015
kidalang,an octave higher - extended soundtrack,2.99,2015
kidalang,an octave higher - basic soundtrack,0.0,2015
milestone s.r.l.,motogp™15: season pass,14.99,2015
threaks,beatbuddy: on tour - original soundtrack,3.99,2015
alex piola,ax:el - air xenodawn,0.0,2015
mozg labs,into the void,4.99,2015
warfare studios,threads of destiny,2.99,2015
lazy monday games,reveal the deep,0.99,2015
john wizard,our love will grow - farmer's handbook,1.99,2015
arrowhead game studio,helldivers™ - demolitionist pack,2.99,2015
arrowhead game studios,helldivers™ - hazard ops pack,2.99,2015
arrowhead game studios,helldivers™ - specialist pack,2.99,2015
arrowhead game studios,helldivers™ - weapons pack,2.99,2015
arrowhead game studios,helldivers™ - entrenched pack,2.99,2015
arrowhead game studios,helldivers™ - terrain specialist pack,2.99,2015
arrowhead game studios,helldivers™ - precision expert pack,2.99,2015
quickfire games,wild season,16.99,2015
arrowhead game studios,helldivers™ - pistols perk pack,2.99,2015
arrowhead game studios,helldivers™ - vehicles pack,3.99,2015
miolhr sm,survive me miolhr,9.99,2016
"smiteworks usa, llc",fantasy grounds - d&d complete dungeon master's guide,29.99,2015
voiddev,void invaders - soundtrack,0.0,2015
tochas studios,sodacity,9.99,2015
leetingchou,theme song ost - cinderella feat. meilun,0.99,2015
instant kingdom,notrium,1.99,2003
tochas studios,sodacity - original soundtrack,4.99,2015
dharker studio,highschool possession,6.99,2015
holotech studios,facerig live2d module,3.99,2015
stardock entertainment,galactic civilizations iii - precursor worlds dlc,3.99,2015
arc system works,ggxrd extra color palettes - elphelt valentine,0.99,2015
arc system works,guilty gear xrd -sign-,29.99,2015
arc system works,ggxrd extra color palettes - sin kiske,0.99,2015
arc system works,ggxrd extra color palettes - ramlethal valentine,0.99,2015
arc system works,ggxrd extra color palettes - zato-1,0.99,2015
creative assembly,total war: attila - age of charlemagne campaign pack,14.99,2015
arc system works,ggxrd extra color palettes - i-no,0.99,2015
arc system works,ggxrd system voice - may,0.99,2015
arc system works,ggxrd extra color palettes - bedman,0.99,2015
arc system works,ggxrd system voice - ky kiske,0.99,2015
arc system works,ggxrd system voice - sol badguy,0.99,2015
arc system works,ggxrd extra color palettes - slayer,0.99,2015
arc system works,ggxrd system voice - elphelt valentine,0.99,2015
arc system works,ggxrd system voice - sin kiske,0.99,2015
arc system works,ggxrd system voice - zato-1,0.99,2015
arc system works,ggxrd system voice - i-no,0.99,2015
"strides interactive,jeremy lee",foresight ost,3.99,2015
rainy night creations,freezeme,13.99,2015
ubisoft - san francisco,tetris® ultimate,14.99,2015
quality simulations,south west europe scenery collection,0.0,2015
piranha games inc.,mechwarrior online™,0.0,2015
ankama studio,krosmaster - ogrest pack,5.99,2015
locked door puzzle,cosplay maker,14.99,2015
artdink,a-train 9 v4.0 : mega japan train pack,0.0,2015
wizbyte games,vector assault,4.99,2015
brainwashing games,the glow,3.99,2015
brainbox software,dragon's wake,3.99,2015
brainbox software,dragon's wake - soundtrack,1.99,2015
exordium games,zero reflex soundtrack,0.0,2015
az-art development studio,contract with the devil,5.99,2015
great war team,battle of empires : 1914-1918 - german campaign,4.99,2015
dovetail games,train simulator: semmeringbahn - mürzzuschlag to gloggnitz route add-on,19.99,2015
roseportal games,oh! rpg!,2.99,2015
prologue games,knee deep demo,0.0,2015
,dangerous men,4.99,2015
,na: tenshouki wpk hd - face cg set /有名武将 追加顔cg（60点セット）,2.99,2015
blewscreen,gulf of aden - task force somalia,8.99,2015
antonio renna,gabe newell simulator 2.0,3.0,2015
paradox arctic,"magicka 2: ice, death and fury",9.99,2015
"mediatonic,the irregular corporation",hatoful boyfriend: holiday star,9.99,2015
john szymanski,rubber ducky and the rainbow gun ost,0.99,2015
holotech studios,facerig winter holidays avatars 2015,4.99,2015
kunos simulazioni,assetto corsa - dream pack 3,7.99,2015
the odd gentlemen,king's quest - chapter 2: rubble without a cause,9.99,2015
long division llc,turnover,9.99,2015
gigatross games,gigachess,3.99,2015
logic tree,colony assault,2.99,2015
treyarch,call of duty®: black ops iii - c.o.d.e. warriors personalization pack,3.99,2015
john szymanski,rubber ducky and the rainbow gun,0.99,2015
gigatross games,gigachess demo,0.0,2015
ubisoft - san francisco,rocksmith® 2014 – mötley crüe - “dr. feelgood”,2.99,2015
ubisoft - san francisco,"rocksmith® 2014 – mötley crüe - “girls, girls, girls”",2.99,2015
ubisoft - san francisco,rocksmith® 2014 – mötley crüe song pack,11.99,2015
accolade,bubsy two-fur,4.99,1993
ubisoft - san francisco,rocksmith® 2014 – mötley crüe - “shout at the devil”,2.99,2015
code}{atch,reign of kings,19.99,2015
aeroplane heaven,fsx: steam edition - piper aztec add-on,19.99,2015
diios,awake,4.99,2015
ubisoft montreal,tom clancy's rainbow six® siege - ultra hd texture pack,0.0,2015
ternox,taimumari,4.99,2015
square enix,final fantasy vi,15.99,2015
tipping goat llc,super slam dunk touchdown,15.0,2015
mgp studios,sinless + ost,4.99,2015
squid in a box ltd,waves 2,9.99,2015
digital confectioners,depth - battle-scarred bull skin,5.99,2015
digital confectioners,depth - digital ice & fire pack,5.99,2015
digital confectioners,depth - soundtrack,4.99,2015
digital confectioners,depth - viktor diver pack,5.99,2015
"kadokawa,yoji ojima",rpg maker mv - season pass,29.99,2015
digital confectioners,depth - digital artbook,4.99,2015
digital confectioners,depth - corsair pack,4.99,2015
arc system works,river city super sports challenge ~all stars special~,19.99,2015
choice of games,metahuman inc. demo,0.0,2015
choice of games,metahuman inc.,9.99,2015
nurgo software,aquasnap window manager,18.99,2015
axed game studio,in the dead of night - urszula's revenge,4.99,2015
colludium ltd,umbra: shadow of death demo,0.0,2015
rsupport inc.,litecam game 5:  120 fps game capture + streamer,19.99,2015
treefortress games,jumpjet rex demo,0.0,2015
wickey ware,mines of mars,6.99,2015
cm softworks,the withering,9.99,2015
anpa.us,dinosaur hunt - dragon hunter expansion pack,0.99,2015
geexgames,the fall of gods,1.99,2015
perfect square studios,goodnight butcher,1.99,2015
"cameron baxter,billy jazz hills stickley",retaliation,0.0,2015
studio wonderkey,the room of black & white soundtracks,0.99,2015
red team games,cards and castles,0.0,2015
studio wonderkey,the room of black & white,4.99,2015
fallen tree games ltd,swapperoo,4.99,2015
team frizz,frizzy,2.99,2015
"ubisoft quebec, in collaboration with ubisoft annecy, bucharest, kiev, montreal, montpellier, shanghai, singapore, sofia, toronto studios",assassin's creed syndicate - jack the ripper,14.99,2015
myrolit studios,hatch and slay,1.99,2015
"ubisoft quebec, in collaboration with ubisoft annecy, bucharest, kiev, montreal, montpellier, shanghai, singapore, sofia, toronto studios",assassin's creed syndicate season pass,29.99,2015
ubisoft - san francisco,rocksmith® 2014 – stone temple pilots - “plush”,2.99,2015
lord bytesworth,our nation's miner,5.99,2015
ubisoft - san francisco,rocksmith® 2014 – stone temple pilots - “sex type thing”,2.99,2015
ubisoft - san francisco,rocksmith® 2014 – stone temple pilots - “creep”,2.99,2015
ubisoft - san francisco,rocksmith® 2014 – stone temple pilots - “interstate love song”,2.99,2015
ubisoft - san francisco,rocksmith® 2014 – stone temple pilots - “big empty”,2.99,2015
ubisoft - san francisco,rocksmith® 2014 – stone temple pilots song pack,13.99,2015
rocksteady studios,batman™: arkham knight - season of infamy: most wanted expansion,9.99,2015
rocksteady studios,batman™: arkham knight crime fighter challenge pack #5,1.99,2015
ubisoft - san francisco,rocksmith® 2014 – stone temple pilots - “wicked garden”,2.99,2015
whale nebula,valzar,9.99,2015
rocksteady studios,batman™: arkham knight - original arkham batmobile,1.99,2015
jimbob games,resilience: wave survival,5.99,2015
"pixel barrage entertainment, inc.",adventure in the tower of flight,7.99,2015
"pixel barrage entertainment, inc.",game soundtrack,2.99,2015
"koei tecmo games co., ltd.",rtk maker - face cg nobunyaga set - 三国志ツクール顔登録素材『のぶニャがの野望』セット＋シナリオ,4.99,2015
"koei tecmo games co., ltd.",rtk maker - face cg koei slg set - 三国志ツクール顔登録素材「コーエーslg」セット+シナリオ,4.99,2015
"koei tecmo games co., ltd.",rtk maker - face cg taiko risshiden v set - 三国志ツクール顔登録素材「太閤立志伝v」セット+シナリオ,2.99,2015
"koei tecmo games co., ltd.",rtk maker - face cg warriors set - 三国志ツクール顔登録素材「無双」セット+シナリオ,2.99,2015
platoon studios,bionite: origins,11.99,2015
dopplerfrog,gridworld,0.99,2015
creobit,solitaire christmas. match 2 cards,4.99,2015
ice entertainment,steel ocean - repulse package,0.0,2015
ice entertainment,steel ocean - original soundtrack vol.1,0.0,2015
"jetdogs studios,zoom out games",12 labours of hercules iv: mother nature (platinum edition),2.99,2015
ternox,taimumari — soundtrack,1.99,2015
aratog llc,астролорды: оружие пришельцев,15.99,2015
aratog llc,aстролорды: опытный строитель,49.99,2015
fishing planet llc,fishing planet: st.patrick's pack,19.99,2015
